target_contact,receiver_contact,source_contact,value,unit
5,9,6,-0.0009005623089403391,dimensionless
5,9,7,-0.00025882018737324067,dimensionless
5,9,8,-0.000432483390600954,dimensionless
5,9,9,-0.005473772476327262,dimensionless
6,1,1,0.023676534744854042,dimensionless
6,1,2,-0.004951499176511505,dimensionless
6,1,3,0.013514527639142014,dimensionless
6,1,4,0.0032670953451221494,dimensionless
6,1,5,0.04821419593266239,dimensionless
6,1,6,-0.007922937340068732,dimensionless
6,1,7,0.003470147518239318,dimensionless
6,1,8,0.011067680635238634,dimensionless
6,1,9,0.009027060954128394,dimensionless
6,2,1,-0.11097307008066894,dimensionless
6,2,2,-0.0192070268724465,dimensionless
6,2,3,-0.0764567421206897,dimensionless
6,2,4,-0.02101573868382533,dimensionless
6,2,5,-0.1936040011791483,dimensionless
6,2,6,0.004451349680860706,dimensionless
6,2,7,-0.16200264027423408,dimensionless
6,2,8,-0.07923434211431024,dimensionless
6,2,9,-0.0055937958803634205,dimensionless
6,3,1,-0.10015423472513503,dimensionless
6,3,2,0.016988460050989855,dimensionless
6,3,3,-0.06177240295943173,dimensionless
6,3,4,-0.018367508256802674,dimensionless
6,3,5,-0.1335314679338446,dimensionless
6,3,6,-0.01758117417986322,dimensionless
6,3,7,-0.06372744895233869,dimensionless
6,3,8,-0.06672635081707211,dimensionless
6,3,9,0.01644951264340716,dimensionless
6,4,1,-0.04974265181548825,dimensionless
6,4,2,0.038020771092987904,dimensionless
6,4,3,-0.028780939742366243,dimensionless
6,4,4,-0.010652793216021604,dimensionless
6,4,5,-0.046473239139245746,dimensionless
6,4,6,-0.032185503022996324,dimensionless
6,4,7,0.013346673542918432,dimensionless
6,4,8,-0.03753105954911358,dimensionless
6,4,9,0.03263681199532974,dimensionless
6,5,1,-0.04453949549226273,dimensionless
6,5,2,-0.03653213879163119,dimensionless
6,5,3,-0.03471455688357021,dimensionless
6,5,4,-0.008155919884918827,dimensionless
6,5,5,-0.12994459654841464,dimensionless
6,5,6,0.020165144232432302,dimensionless
6,5,7,-0.12367096012672653,dimensionless
6,5,8,-0.029559828711136618,dimensionless
6,5,9,-0.02187502010332,dimensionless
6,6,1,-0.0003048664786681952,dimensionless
6,6,2,-0.00029052589646381375,dimensionless
6,6,3,-0.00024170815727973032,dimensionless
6,6,4,-5.768507859408116e-5,dimensionless
6,6,5,-0.0006613255346902415,dimensionless
6,6,6,0.0013165735057706891,dimensionless
6,6,7,-0.0008631121172604527,dimensionless
6,6,8,-0.00020813805423518082,dimensionless
6,6,9,-0.0006190291422934219,dimensionless
6,7,1,0.006530215005225389,dimensionless
6,7,2,-0.06527344131534028,dimensionless
6,7,3,-0.00664396707702122,dimensionless
6,7,4,0.0008424535217900635,dimensionless
6,7,5,-0.09413653581399924,dimensionless
6,7,6,0.06533343315728467,dimensionless
6,7,7,-0.13859703306830198,dimensionless
6,7,8,0.002576448810369784,dimensionless
6,7,9,-0.06641840600776176,dimensionless
6,8,1,0.09765676425263836,dimensionless
6,8,2,0.017497977355071668,dimensionless
